origem;ano;mes;dia;hora;temperatura;ponto_condensacao;umidade;direcao_vento;velocidade_vento;velocidade_rajada;precipitacao;pressao;visibilidade;data_hora
EWR;2013;7;3;0;75,02;69,98;84,34;210;10,35702;NA;0,00;1021,9;10,0;2013-07-03T04:00:00Z
EWR;2013;7;3;1;73,94;69,08;84,80;210;9,20624;NA;0,00;1022,1;10,0;2013-07-03T05:00:00Z
EWR;2013;7;3;2;73,94;69,08;84,80;220;9,20624;NA;0,00;1022,1;10,0;2013-07-03T06:00:00Z
EWR;2013;7;3;3;73,94;69,08;84,80;240;10,35702;NA;0,00;1022,3;10,0;2013-07-03T07:00:00Z
EWR;2013;7;3;4;73,04;69,98;90,14;200;9,20624;NA;0,00;1022,7;10,0;2013-07-03T08:00:00Z
EWR;2013;7;3;5;73,04;69,98;90,14;210;4,60312;NA;0,00;1023,0;10,0;2013-07-03T09:00:00Z
EWR;2013;7;3;6;73,94;71,06;90,73;230;8,05546;NA;0,00;1023,5;10,0;2013-07-03T10:00:00Z
EWR;2013;7;3;7;75,92;71,06;84,92;NA;4,60312;NA;0,00;1023,8;10,0;2013-07-03T11:00:00Z
EWR;2013;7;3;8;77,00;71,06;81,92;220;3,45234;NA;0,00;1024,0;10,0;2013-07-03T12:00:00Z
EWR;2013;7;3;9;78,08;71,96;81,50;200;8,05546;NA;0,00;1024,1;10,0;2013-07-03T13:00:00Z
EWR;2013;7;3;10;80,06;71,06;74,07;230;12,65858;NA;0,00;1024,1;10,0;2013-07-03T14:00:00Z
EWR;2013;7;3;11;82,04;71,96;71,59;260;8,05546;NA;0,00;1023,8;10,0;2013-07-03T15:00:00Z
EWR;2013;7;3;12;84,02;71,96;67,15;190;6,90468;NA;0,00;1023,6;10,0;2013-07-03T16:00:00Z
EWR;2013;7;3;13;80,96;71,96;74,15;140;16,11092;21,86482;0,00;1023,1;10,0;2013-07-03T17:00:00Z
EWR;2013;7;3;14;80,06;75,02;94,14;190;9,20624;NA;0,94;NA;10,0;2013-07-03T18:00:00Z
EWR;2013;7;3;15;82,94;73,94;74,33;130;4,60312;NA;0,00;1022,0;10,0;2013-07-03T19:00:00Z
EWR;2013;7;3;16;86,00;71,96;63,01;210;11,50780;NA;0,00;1021,6;10,0;2013-07-03T20:00:00Z
EWR;2013;7;3;17;84,92;71,96;65,23;230;11,50780;NA;0,00;1021,3;10,0;2013-07-03T21:00:00Z
EWR;2013;7;3;18;82,94;73,94;74,33;240;6,90468;NA;0,01;1021,6;10,0;2013-07-03T22:00:00Z
EWR;2013;7;3;19;82,04;75,02;79,35;160;4,60312;NA;0,00;1022,1;10,0;2013-07-03T23:00:00Z
EWR;2013;7;3;20;80,06;75,02;84,64;190;3,45234;NA;0,00;1022,3;10,0;2013-07-04T00:00:00Z
EWR;2013;7;3;21;80,06;75,02;84,64;180;3,45234;NA;0,00;1022,9;10,0;2013-07-04T01:00:00Z
EWR;2013;7;3;22;78,98;75,02;87,70;190;4,60312;NA;0,00;1023,2;10,0;2013-07-04T02:00:00Z
EWR;2013;7;3;23;78,98;75,02;87,70;200;10,35702;NA;0,00;1023,4;10,0;2013-07-04T03:00:00Z
EWR;2013;7;4;0;78,08;75,02;90,33;200;5,75390;NA;0,00;1023,3;10,0;2013-07-04T04:00:00Z
EWR;2013;7;4;1;78,08;75,02;90,33;220;11,50780;NA;0,00;1023,2;10,0;2013-07-04T05:00:00Z
EWR;2013;7;4;2;77,00;73,94;90,29;220;11,50780;NA;0,00;1023,1;10,0;2013-07-04T06:00:00Z
EWR;2013;7;4;3;77,00;73,94;90,29;240;8,05546;NA;0,00;NA;10,0;2013-07-04T07:00:00Z
EWR;2013;7;4;4;77,00;73,94;93,59;220;8,05546;NA;0,00;NA;10,0;2013-07-04T08:00:00Z
EWR;2013;7;4;5;77,00;73,94;90,29;230;6,90468;NA;0,00;1023,5;10,0;2013-07-04T09:00:00Z
EWR;2013;7;4;6;77,00;73,94;90,29;230;9,20624;NA;0,00;NA;10,0;2013-07-04T10:00:00Z
EWR;2013;7;4;7;78,98;73,94;88,67;240;11,50780;NA;0,00;NA;10,0;2013-07-04T11:00:00Z
EWR;2013;7;4;8;80,96;73,04;76,90;230;10,35702;NA;0,00;1024,4;10,0;2013-07-04T12:00:00Z
EWR;2013;7;4;9;78,08;73,04;84,53;230;11,50780;NA;0,00;1024,2;10,0;2013-07-04T13:00:00Z
EWR;2013;7;4;10;84,92;71,96;83,44;240;14,96014;NA;0,00;NA;10,0;2013-07-04T14:00:00Z
EWR;2013;7;4;11;86,00;73,04;65,35;200;12,65858;NA;0,00;1023,7;10,0;2013-07-04T15:00:00Z
EWR;2013;7;4;12;86,00;71,96;63,01;180;13,80936;19,56326;0,00;1023,1;10,0;2013-07-04T16:00:00Z
EWR;2013;7;4;13;87,98;71,96;59,16;250;16,11092;NA;0,00;1022,8;10,0;2013-07-04T17:00:00Z
EWR;2013;7;4;14;89,06;71,06;55,46;210;12,65858;19,56326;0,00;1022,4;10,0;2013-07-04T18:00:00Z
EWR;2013;7;4;15;87,08;71,06;59,05;210;13,80936;NA;0,00;1021,6;10,0;2013-07-04T19:00:00Z
EWR;2013;7;4;16;87,98;71,06;57,39;220;14,96014;21,86482;0,00;1021,4;10,0;2013-07-04T20:00:00Z
EWR;2013;7;4;17;87,98;69,98;55,31;200;16,11092;21,86482;0,00;1021,0;10,0;2013-07-04T21:00:00Z
EWR;2013;7;4;18;87,98;69,98;55,31;210;16,11092;21,86482;0,00;1021,0;10,0;2013-07-04T22:00:00Z
EWR;2013;7;4;19;86,00;69,98;58,91;210;11,50780;NA;0,00;1021,3;10,0;2013-07-04T23:00:00Z
EWR;2013;7;4;20;84,92;69,08;59,14;200;12,65858;NA;0,00;1021,6;10,0;2013-07-05T00:00:00Z
EWR;2013;7;4;21;82,04;71,06;69,43;210;12,65858;NA;0,00;1022,1;10,0;2013-07-05T01:00:00Z
EWR;2013;7;4;22;80,96;71,06;71,92;200;12,65858;NA;0,00;1022,4;10,0;2013-07-05T02:00:00Z
EWR;2013;7;4;23;80,06;71,06;74,07;200;11,50780;NA;0,00;1022,4;10,0;2013-07-05T03:00:00Z
EWR;2013;7;5;0;78,08;71,96;81,50;210;6,90468;NA;0,00;1022,7;10,0;2013-07-05T04:00:00Z
EWR;2013;7;5;1;78,08;71,96;81,50;220;11,50780;NA;0,00;1022,7;10,0;2013-07-05T05:00:00Z
EWR;2013;7;5;2;78,08;71,96;81,50;220;12,65858;NA;0,00;1022,5;10,0;2013-07-05T06:00:00Z
EWR;2013;7;5;3;77,00;73,04;87,60;230;8,05546;NA;0,00;1022,4;10,0;2013-07-05T07:00:00Z
EWR;2013;7;5;4;75,92;73,04;90,80;220;8,05546;NA;0,00;1022,5;10,0;2013-07-05T08:00:00Z
EWR;2013;7;5;5;75,92;73,04;90,80;230;9,20624;NA;0,00;1023,0;10,0;2013-07-05T09:00:00Z
EWR;2013;7;5;6;77,00;73,40;94,14;230;5,75390;NA;0,00;NA;10,0;2013-07-05T10:00:00Z
EWR;2013;7;5;7;78,80;73,40;84,53;240;10,35702;NA;0,00;NA;10,0;2013-07-05T11:00:00Z
EWR;2013;7;5;8;80,96;73,04;76,90;260;10,35702;NA;0,00;1023,1;10,0;2013-07-05T12:00:00Z
EWR;2013;7;5;9;82,94;73,40;74,28;240;8,05546;NA;0,00;NA;10,0;2013-07-05T13:00:00Z
EWR;2013;7;5;10;86,00;73,04;65,35;260;8,05546;NA;0,00;1022,5;10,0;2013-07-05T14:00:00Z
EWR;2013;7;5;11;87,98;71,06;57,39;210;10,35702;NA;0,00;1022,1;10,0;2013-07-05T15:00:00Z
EWR;2013;7;5;12;91,04;71,06;52,11;210;12,65858;17,26170;0,00;1021,7;10,0;2013-07-05T16:00:00Z
EWR;2013;7;5;13;89,96;69,98;51,96;250;13,80936;17,26170;0,00;1021,1;10,0;2013-07-05T17:00:00Z
EWR;2013;7;5;14;91,04;73,04;55,72;190;5,75390;NA;0,00;1020,6;10,0;2013-07-05T18:00:00Z
EWR;2013;7;5;15;91,94;69,98;48,84;240;16,11092;21,86482;0,00;1020,0;10,0;2013-07-05T19:00:00Z
EWR;2013;7;5;16;91,04;69,98;50,23;210;12,65858;24,16638;0,00;1019,4;10,0;2013-07-05T20:00:00Z
EWR;2013;7;5;17;89,96;69,98;51,96;210;14,96014;20,71404;0,00;1018,9;10,0;2013-07-05T21:00:00Z
EWR;2013;7;5;18;89,96;68,00;48,55;220;14,96014;NA;0,00;1018,9;10,0;2013-07-05T22:00:00Z
EWR;2013;7;5;19;87,98;68,00;51,68;220;14,96014;NA;0,00;1018,8;10,0;2013-07-05T23:00:00Z
EWR;2013;7;5;20;87,08;69,98;56,92;220;8,05546;NA;0,00;1019,0;10,0;2013-07-06T00:00:00Z
EWR;2013;7;5;21;84,92;69,98;60,98;220;10,35702;NA;0,00;1019,8;10,0;2013-07-06T01:00:00Z
EWR;2013;7;5;22;84,02;69,98;62,77;230;11,50780;NA;0,00;1020,0;10,0;2013-07-06T02:00:00Z
EWR;2013;7;5;23;82,94;71,06;67,44;220;9,20624;NA;0,00;1020,4;10,0;2013-07-06T03:00:00Z
EWR;2013;7;6;0;82,04;71,06;69,43;230;10,35702;NA;0,00;1020,3;10,0;2013-07-06T04:00:00Z
EWR;2013;7;6;1;80,96;71,96;74,15;230;8,05546;NA;0,00;1020,2;10,0;2013-07-06T05:00:00Z
EWR;2013;7;6;2;78,98;71,96;79,12;230;8,05546;NA;0,00;1020,3;10,0;2013-07-06T06:00:00Z
EWR;2013;7;6;3;78,98;71,96;79,12;230;9,20624;NA;0,00;1020,1;10,0;2013-07-06T07:00:00Z
EWR;2013;7;6;4;78,08;71,96;81,50;230;8,05546;NA;0,00;1020,1;10,0;2013-07-06T08:00:00Z
EWR;2013;7;6;5;77,00;71,96;84,46;220;9,20624;NA;0,00;1020,1;10,0;2013-07-06T09:00:00Z
EWR;2013;7;6;6;78,98;73,04;82,06;230;10,35702;NA;0,00;1020,5;10,0;2013-07-06T10:00:00Z
EWR;2013;7;6;7;80,96;73,04;76,90;250;12,65858;19,56326;0,00;1020,5;10,0;2013-07-06T11:00:00Z
EWR;2013;7;6;8;84,02;73,94;71,78;240;9,20624;NA;0,00;1020,6;10,0;2013-07-06T12:00:00Z
EWR;2013;7;6;9;87,08;73,04;63,14;260;9,20624;NA;0,00;1020,0;10,0;2013-07-06T13:00:00Z
EWR;2013;7;6;10;89,06;71,96;57,18;280;12,65858;NA;0,00;1019,8;10,0;2013-07-06T14:00:00Z
EWR;2013;7;6;11;91,04;69,98;50,23;240;11,50780;23,01560;0,00;1019,5;10,0;2013-07-06T15:00:00Z
EWR;2013;7;6;12;91,94;69,98;48,84;270;16,11092;NA;0,00;1019,2;10,0;2013-07-06T16:00:00Z
EWR;2013;7;6;13;93,92;69,98;45,92;280;14,96014;19,56326;0,00;1018,8;10,0;2013-07-06T17:00:00Z
EWR;2013;7;6;14;93,02;69,08;45,79;270;13,80936;18,41248;0,00;1018,3;10,0;2013-07-06T18:00:00Z
EWR;2013;7;6;15;95,00;69,08;43,07;280;13,80936;19,56326;0,00;1017,8;10,0;2013-07-06T19:00:00Z
EWR;2013;7;6;16;93,92;69,08;44,53;250;12,65858;NA;0,00;1017,5;10,0;2013-07-06T20:00:00Z
EWR;2013;7;6;17;93,92;68,00;42,91;250;13,80936;20,71404;0,00;1017,1;10,0;2013-07-06T21:00:00Z
EWR;2013;7;6;18;93,02;68,00;44,12;240;12,65858;NA;0,00;1016,8;10,0;2013-07-06T22:00:00Z
EWR;2013;7;6;19;91,04;69,08;48,71;260;11,50780;NA;0,00;1016,5;10,0;2013-07-06T23:00:00Z
EWR;2013;7;6;20;89,06;69,08;51,83;240;6,90468;NA;0,00;1016,8;10,0;2013-07-07T00:00:00Z
EWR;2013;7;6;21;89,06;69,08;51,83;240;6,90468;NA;0,00;1017,3;10,0;2013-07-07T01:00:00Z
EWR;2013;7;6;22;87,08;71,06;59,05;220;9,20624;NA;0,00;1017,6;10,0;2013-07-07T02:00:00Z
EWR;2013;7;6;23;86,00;71,96;63,01;240;14,96014;NA;0,00;1017,9;10,0;2013-07-07T03:00:00Z
EWR;2013;7;7;0;84,02;71,96;67,15;240;12,65858;NA;0,00;1017,9;10,0;2013-07-07T04:00:00Z
EWR;2013;7;7;1;84,02;71,96;67,15;250;9,20624;NA;0,00;1017,6;10,0;2013-07-07T05:00:00Z
EWR;2013;7;7;2;82,04;71,96;71,59;240;11,50780;NA;0,00;1017,4;10,0;2013-07-07T06:00:00Z
EWR;2013;7;7;3;80,06;71,96;76,36;220;4,60312;NA;0,00;1017,3;10,0;2013-07-07T07:00:00Z
EWR;2013;7;7;4;78,98;71,96;79,12;220;9,20624;NA;0,00;1017,1;10,0;2013-07-07T08:00:00Z
EWR;2013;7;7;5;78,98;71,96;79,12;230;10,35702;NA;0,00;1017,4;10,0;2013-07-07T09:00:00Z
EWR;2013;7;7;6;80,96;71,06;71,92;230;10,35702;NA;0,00;1017,5;10,0;2013-07-07T10:00:00Z
EWR;2013;7;7;7;82,04;71,06;69,43;220;11,50780;NA;0,00;1017,6;10,0;2013-07-07T11:00:00Z
EWR;2013;7;7;8;84,02;71,06;65,13;230;9,20624;NA;0,00;1017,5;10,0;2013-07-07T12:00:00Z
EWR;2013;7;7;9;86,00;71,96;63,01;210;6,90468;NA;0,00;1017,1;10,0;2013-07-07T13:00:00Z
EWR;2013;7;7;10;89,06;71,06;55,46;240;9,20624;NA;0,00;1016,9;10,0;2013-07-07T14:00:00Z
EWR;2013;7;7;11;89,96;71,96;55,58;210;6,90468;NA;0,00;1016,2;10,0;2013-07-07T15:00:00Z
EWR;2013;7;7;12;91,94;71,06;50,67;220;8,05546;NA;0,00;1015,8;10,0;2013-07-07T16:00:00Z
EWR;2013;7;7;13;93,92;68,00;42,91;240;12,65858;17,26170;0,00;1015,4;10,0;2013-07-07T17:00:00Z
EWR;2013;7;7;14;95,00;69,98;44,42;250;14,96014;20,71404;0,00;1014,6;10,0;2013-07-07T18:00:00Z
EWR;2013;7;7;15;93,92;71,06;47,64;250;13,80936;24,16638;0,00;1014,0;10,0;2013-07-07T19:00:00Z
EWR;2013;7;7;16;93,92;69,98;45,92;230;17,26170;21,86482;0,00;1013,4;10,0;2013-07-07T20:00:00Z
EWR;2013;7;7;17;93,92;69,98;45,92;240;17,26170;23,01560;0,00;1013,4;10,0;2013-07-07T21:00:00Z
EWR;2013;7;7;18;91,94;69,98;48,84;250;17,26170;NA;0,00;1013,7;10,0;2013-07-07T22:00:00Z
EWR;2013;7;7;19;91,04;69,08;48,71;260;13,80936;NA;0,00;1013,9;10,0;2013-07-07T23:00:00Z
EWR;2013;7;7;20;89,60;71,60;55,53;240;14,96014;NA;0,00;NA;10,0;2013-07-08T00:00:00Z
EWR;2013;7;7;21;82,40;66,20;60,49;250;8,05546;NA;0,00;NA;10,0;2013-07-08T01:00:00Z
EWR;2013;7;7;22;80,96;66,92;62,40;260;16,11092;19,56326;0,00;1014,9;10,0;2013-07-08T02:00:00Z
EWR;2013;7;7;23;78,98;66,92;66,58;240;9,20624;NA;0,00;1015,6;10,0;2013-07-08T03:00:00Z
EWR;2013;7;8;0;77,00;66,92;71,08;250;10,35702;NA;0,00;1015,5;10,0;2013-07-08T04:00:00Z
EWR;2013;7;8;1;75,92;66,92;73,68;240;11,50780;NA;0,00;1015,9;10,0;2013-07-08T05:00:00Z
EWR;2013;7;8;2;75,02;66,02;73,59;240;11,50780;NA;0,00;1015,5;10,0;2013-07-08T06:00:00Z
EWR;2013;7;8;3;73,94;66,92;78,72;260;11,50780;NA;0,00;1015,4;10,0;2013-07-08T07:00:00Z
EWR;2013;7;8;4;73,04;66,92;81,14;250;10,35702;NA;0,00;1015,9;10,0;2013-07-08T08:00:00Z
EWR;2013;7;8;5;73,04;66,92;81,14;240;8,05546;NA;0,00;1016,3;10,0;2013-07-08T09:00:00Z
EWR;2013;7;8;6;73,04;66,92;81,14;240;6,90468;NA;0,00;1016,8;10,0;2013-07-08T10:00:00Z
EWR;2013;7;8;7;75,92;68,00;76,48;240;9,20624;NA;0,00;1017,0;10,0;2013-07-08T11:00:00Z
EWR;2013;7;8;8;80,06;68,00;66,70;280;9,20624;NA;0,00;1017,2;10,0;2013-07-08T12:00:00Z
EWR;2013;7;8;9;82,04;69,08;64,90;240;9,20624;NA;0,00;1016,8;10,0;2013-07-08T13:00:00Z
EWR;2013;7;8;10;84,92;66,92;54,90;NA;4,60312;NA;0,00;1016,7;10,0;2013-07-08T14:00:00Z
EWR;2013;7;8;11;87,08;66,92;51,24;240;6,90468;NA;0,00;1016,8;10,0;2013-07-08T15:00:00Z
EWR;2013;7;8;12;87,98;66,92;49,79;270;10,35702;NA;0,00;1016,6;10,0;2013-07-08T16:00:00Z
EWR;2013;7;8;13;89,06;66,02;46,64;290;11,50780;17,26170;0,00;1016,3;10,0;2013-07-08T17:00:00Z
EWR;2013;7;8;14;91,04;66,02;43,83;280;11,50780;24,16638;0,00;1015,6;10,0;2013-07-08T18:00:00Z
EWR;2013;7;8;15;91,04;64,94;42,21;250;13,80936;20,71404;0,00;1015,3;10,0;2013-07-08T19:00:00Z
EWR;2013;7;8;16;89,06;64,94;44,92;240;12,65858;NA;0,00;1015,0;10,0;2013-07-08T20:00:00Z
EWR;2013;7;8;17;87,98;64,94;46,48;250;10,35702;NA;0,00;1014,6;10,0;2013-07-08T21:00:00Z
EWR;2013;7;8;18;87,08;66,02;49,66;240;13,80936;NA;0,00;1014,7;10,0;2013-07-08T22:00:00Z
EWR;2013;7;8;19;86,00;64,94;49,51;240;12,65858;23,01560;0,00;1015,6;10,0;2013-07-08T23:00:00Z
EWR;2013;7;8;20;82,94;66,92;58,51;240;12,65858;NA;0,00;1016,3;10,0;2013-07-09T00:00:00Z
EWR;2013;7;8;21;80,96;62,96;54,35;230;11,50780;NA;0,00;1017,2;10,0;2013-07-09T01:00:00Z
EWR;2013;7;8;22;78,98;64,04;60,23;220;9,20624;NA;0,00;1017,2;10,0;2013-07-09T02:00:00Z
EWR;2013;7;8;23;78,08;64,94;64,03;230;10,35702;NA;0,00;1017,3;10,0;2013-07-09T03:00:00Z
EWR;2013;7;9;0;77,00;66,02;68,90;250;8,05546;NA;0,00;1017,2;10,0;2013-07-09T04:00:00Z
EWR;2013;7;9;1;75,92;66,02;71,42;240;10,35702;NA;0,00;1017,3;10,0;2013-07-09T05:00:00Z
EWR;2013;7;9;2;75,02;66,02;73,59;240;6,90468;NA;0,00;1017,1;10,0;2013-07-09T06:00:00Z
EWR;2013;7;9;3;73,94;66,92;78,72;230;5,75390;NA;0,00;1017,1;10,0;2013-07-09T07:00:00Z
EWR;2013;7;9;4;73,94;66,92;78,72;230;5,75390;NA;0,00;1017,4;10,0;2013-07-09T08:00:00Z
EWR;2013;7;9;5;73,04;66,92;81,14;0;0,00000;NA;0,00;1017,6;10,0;2013-07-09T09:00:00Z
EWR;2013;7;9;6;75,02;69,08;81,79;220;5,75390;NA;0,00;1017,9;9,0;2013-07-09T10:00:00Z
EWR;2013;7;9;7;78,08;68,00;71,19;250;5,75390;NA;0,00;1018,2;10,0;2013-07-09T11:00:00Z
EWR;2013;7;9;8;80,06;69,08;69,23;250;3,45234;NA;0,00;1018,3;10,0;2013-07-09T12:00:00Z
EWR;2013;7;9;9;84,02;69,08;60,87;280;3,45234;NA;0,00;1017,9;10,0;2013-07-09T13:00:00Z
EWR;2013;7;9;10;86,00;68,00;55,04;240;9,20624;NA;0,00;1017,8;10,0;2013-07-09T14:00:00Z
EWR;2013;7;9;11;89,06;66,02;46,64;260;9,20624;NA;0,00;1017,5;10,0;2013-07-09T15:00:00Z
EWR;2013;7;9;12;89,06;64,94;44,92;270;10,35702;NA;0,00;1017,2;10,0;2013-07-09T16:00:00Z
EWR;2013;7;9;13;91,04;66,02;43,83;220;11,50780;21,86482;0,00;1016,9;10,0;2013-07-09T17:00:00Z
EWR;2013;7;9;14;89,96;68,00;48,55;220;13,80936;NA;0,00;1016,4;10,0;2013-07-09T18:00:00Z
EWR;2013;7;9;15;91,04;66,92;45,22;250;14,96014;23,01560;0,00;1015,9;10,0;2013-07-09T19:00:00Z
EWR;2013;7;9;16;89,06;69,08;51,83;240;13,80936;18,41248;0,00;1015,8;10,0;2013-07-09T20:00:00Z
EWR;2013;7;9;17;89,06;66,02;46,64;250;14,96014;NA;0,00;1015,5;10,0;2013-07-09T21:00:00Z
EWR;2013;7;9;18;87,98;66,02;48,26;260;11,50780;NA;0,00;1015,4;10,0;2013-07-09T22:00:00Z
EWR;2013;7;9;19;87,80;68,00;55,04;240;10,35702;NA;0,00;NA;10,0;2013-07-09T23:00:00Z
EWR;2013;7;9;20;77,00;69,98;78,96;260;8,05546;NA;0,00;1015,9;10,0;2013-07-10T00:00:00Z
EWR;2013;7;9;21;78,08;69,08;73,88;240;5,75390;NA;0,00;1016,6;10,0;2013-07-10T01:00:00Z
EWR;2013;7;9;22;78,08;69,08;73,88;230;8,05546;NA;0,00;1016,6;10,0;2013-07-10T02:00:00Z
EWR;2013;7;9;23;78,98;69,08;71,72;280;4,60312;NA;0,00;1016,7;10,0;2013-07-10T03:00:00Z
EWR;2013;7;10;0;77,00;71,06;81,92;170;6,90468;NA;0,00;1016,1;10,0;2013-07-10T04:00:00Z
EWR;2013;7;10;1;75,92;71,06;84,92;200;4,60312;NA;0,00;1015,6;10,0;2013-07-10T05:00:00Z
EWR;2013;7;10;2;75,02;71,06;87,50;0;0,00000;NA;0,00;1015,1;7,0;2013-07-10T06:00:00Z
EWR;2013;7;10;3;75,92;71,06;84,92;160;3,45234;NA;0,00;1014,8;9,0;2013-07-10T07:00:00Z
EWR;2013;7;10;4;75,92;71,06;84,92;180;4,60312;NA;0,00;1014,6;8,0;2013-07-10T08:00:00Z
