origem;ano;mes;dia;hora;temperatura;ponto_condensacao;umidade;direcao_vento;velocidade_vento;velocidade_rajada;precipitacao;pressao;visibilidade;data_hora
EWR;2013;11;2;14;66,92;44,06;43,57;140;5,75390;NA;0,00;1003,2;10,00;2013-11-02T18:00:00Z
EWR;2013;11;2;15;66,92;42,98;41,81;270;11,50780;NA;0,00;1003,4;10,00;2013-11-02T19:00:00Z
EWR;2013;11;2;16;64,94;42,98;44,78;290;13,80936;25,31716;0,00;1003,7;10,00;2013-11-02T20:00:00Z
EWR;2013;11;2;17;62,96;44,06;50,03;290;11,50780;31,07106;0,00;1004,8;10,00;2013-11-02T21:00:00Z
EWR;2013;11;2;18;60,98;41,00;47,70;290;9,20624;16,11092;0,00;1005,6;10,00;2013-11-02T22:00:00Z
EWR;2013;11;2;19;60,08;39,92;47,22;300;9,20624;NA;0,00;1006,4;10,00;2013-11-02T23:00:00Z
EWR;2013;11;3;1;51,98;39,02;61,15;310;6,90468;NA;0,00;1009,8;10,00;2013-11-03T05:00:00Z
EWR;2013;11;3;1;50,00;39,02;65,80;290;5,75390;NA;0,00;1010,5;10,00;2013-11-03T06:00:00Z
EWR;2013;11;3;2;51,08;39,92;65,48;330;8,05546;NA;0,00;1010,9;10,00;2013-11-03T07:00:00Z
EWR;2013;11;3;3;51,08;41,00;68,28;320;8,05546;NA;0,00;1011,8;10,00;2013-11-03T08:00:00Z
EWR;2013;11;3;4;50,00;42,08;74,10;340;11,50780;NA;0,00;1013,0;10,00;2013-11-03T09:00:00Z
EWR;2013;11;3;5;48,92;39,92;70,95;350;12,65858;NA;0,00;1014,2;10,00;2013-11-03T10:00:00Z
EWR;2013;11;3;6;48,02;37,04;65,56;340;17,26170;25,31716;0,00;1016,0;10,00;2013-11-03T11:00:00Z
EWR;2013;11;3;7;46,94;37,04;68,28;360;11,50780;NA;0,00;1017,8;10,00;2013-11-03T12:00:00Z
EWR;2013;11;3;8;47,48;35,60;65,83;20;17,26170;NA;0,00;NA;10,00;2013-11-03T13:00:00Z
EWR;2013;11;3;9;50,72;32,72;49,92;350;17,26170;NA;0,00;1019,6;10,00;2013-11-03T14:00:00Z
EWR;2013;11;3;10;48,92;32,00;51,85;10;19,56326;NA;0,00;1020,7;10,00;2013-11-03T15:00:00Z
EWR;2013;11;3;11;47,12;30,38;51,96;350;11,50780;NA;0,00;1020,7;10,00;2013-11-03T16:00:00Z
EWR;2013;11;3;12;50,54;29,66;44,40;360;9,20624;NA;0,00;1021,0;10,00;2013-11-03T17:00:00Z
EWR;2013;11;3;13;50,72;27,68;40,67;20;11,50780;NA;0,00;1021,0;10,00;2013-11-03T18:00:00Z
EWR;2013;11;3;14;51,98;26,06;36,31;340;16,11092;NA;0,00;1022,0;10,00;2013-11-03T19:00:00Z
EWR;2013;11;3;15;49,10;21,56;33,47;10;18,41248;NA;0,00;1023,0;10,00;2013-11-03T20:00:00Z
EWR;2013;11;3;16;48,20;24,08;43,49;360;16,11092;NA;0,00;NA;10,00;2013-11-03T21:00:00Z
EWR;2013;11;3;17;44,06;23,00;43,02;350;26,46794;NA;0,00;1026,3;10,00;2013-11-03T22:00:00Z
EWR;2013;11;3;18;39,92;19,94;44,33;340;18,41248;25,31716;0,00;1027,7;10,00;2013-11-03T23:00:00Z
EWR;2013;11;3;19;39,02;19,94;45,91;340;14,96014;NA;0,00;1028,1;10,00;2013-11-04T00:00:00Z
EWR;2013;11;3;20;39,02;19,94;45,91;340;13,80936;21,86482;0,00;1028,9;10,00;2013-11-04T01:00:00Z
EWR;2013;11;3;21;37,94;19,04;46,09;340;12,65858;NA;0,00;1029,6;10,00;2013-11-04T02:00:00Z
EWR;2013;11;3;22;37,04;19,04;47,75;340;12,65858;NA;0,00;1030,7;10,00;2013-11-04T03:00:00Z
EWR;2013;11;3;23;37,04;19,04;47,75;350;10,35702;NA;0,00;1031,5;10,00;2013-11-04T04:00:00Z
EWR;2013;11;4;0;35,96;17,96;47,57;360;13,80936;NA;0,00;1032,0;10,00;2013-11-04T05:00:00Z
EWR;2013;11;4;1;35,06;17,06;47,42;10;13,80936;NA;0,00;1032,9;10,00;2013-11-04T06:00:00Z
EWR;2013;11;4;2;33,98;17,06;49,51;10;12,65858;NA;0,00;1033,3;10,00;2013-11-04T07:00:00Z
EWR;2013;11;4;3;33,98;15,98;47,25;10;14,96014;NA;0,00;1033,7;10,00;2013-11-04T08:00:00Z
EWR;2013;11;4;4;33,08;17,06;51,33;10;11,50780;NA;0,00;1034,6;10,00;2013-11-04T09:00:00Z
EWR;2013;11;4;5;32,00;17,96;55,72;20;11,50780;NA;0,00;1035,2;10,00;2013-11-04T10:00:00Z
EWR;2013;11;4;6;33,08;17,96;53,36;10;12,65858;NA;0,00;1035,9;10,00;2013-11-04T11:00:00Z
EWR;2013;11;4;7;35,96;17,06;45,76;20;14,96014;21,86482;0,00;1036,6;10,00;2013-11-04T12:00:00Z
EWR;2013;11;4;8;39,02;17,06;40,57;20;14,96014;NA;0,00;1037,0;10,00;2013-11-04T13:00:00Z
EWR;2013;11;4;9;41,00;15,98;35,85;30;13,80936;NA;0,00;1037,6;10,00;2013-11-04T14:00:00Z
EWR;2013;11;4;11;44,06;15,98;31,87;60;9,20624;17,26170;0,00;1036,6;10,00;2013-11-04T16:00:00Z
EWR;2013;11;4;12;44,06;14,00;29,23;80;3,45234;NA;0,00;1036,7;10,00;2013-11-04T17:00:00Z
EWR;2013;11;4;13;46,04;14,00;27,11;NA;4,60312;NA;0,00;1036,2;10,00;2013-11-04T18:00:00Z
EWR;2013;11;4;14;44,96;14,00;28,25;90;3,45234;NA;0,00;1036,7;10,00;2013-11-04T19:00:00Z
EWR;2013;11;4;15;44,96;14,00;28,25;0;0,00000;NA;0,00;1036,7;10,00;2013-11-04T20:00:00Z
EWR;2013;11;4;16;44,96;12,92;26,94;70;4,60312;NA;0,00;1037,1;10,00;2013-11-04T21:00:00Z
EWR;2013;11;4;17;44,06;14,00;29,23;70;4,60312;NA;0,00;1037,5;10,00;2013-11-04T22:00:00Z
EWR;2013;11;4;18;44,06;15,08;30,65;80;6,90468;NA;0,00;1037,3;10,00;2013-11-04T23:00:00Z
EWR;2013;11;4;19;44,06;19,04;36,36;80;5,75390;NA;0,00;1037,4;10,00;2013-11-05T00:00:00Z
EWR;2013;11;4;20;42,98;21,92;42,84;70;4,60312;NA;0,00;1038,0;10,00;2013-11-05T01:00:00Z
EWR;2013;11;4;21;42,98;21,92;42,84;60;3,45234;NA;0,00;1038,1;10,00;2013-11-05T02:00:00Z
EWR;2013;11;4;22;42,98;24,08;46,91;60;4,60312;NA;0,00;1038,1;10,00;2013-11-05T03:00:00Z
EWR;2013;11;4;23;39,92;26,06;57,33;10;4,60312;NA;0,00;1037,8;10,00;2013-11-05T04:00:00Z
EWR;2013;11;5;0;39,92;24,98;54,81;360;5,75390;NA;0,00;1038,1;10,00;2013-11-05T05:00:00Z
EWR;2013;11;5;1;39,02;26,06;59,37;20;8,05546;NA;0,00;1037,7;10,00;2013-11-05T06:00:00Z
EWR;2013;11;5;2;39,02;26,96;61,63;40;5,75390;NA;0,00;1036,5;10,00;2013-11-05T07:00:00Z
EWR;2013;11;5;3;37,94;28,04;67,21;350;6,90468;NA;0,00;1037,4;10,00;2013-11-05T08:00:00Z
EWR;2013;11;5;4;37,04;26,96;66,60;20;8,05546;NA;0,00;1037,4;10,00;2013-11-05T09:00:00Z
EWR;2013;11;5;5;35,96;28,04;72,66;30;8,05546;NA;0,00;1037,5;10,00;2013-11-05T10:00:00Z
EWR;2013;11;5;6;37,04;28,94;72,24;20;8,05546;NA;0,00;1037,8;10,00;2013-11-05T11:00:00Z
EWR;2013;11;5;7;41,00;30,92;67,09;20;6,90468;NA;0,00;1037,6;10,00;2013-11-05T12:00:00Z
EWR;2013;11;5;8;46,94;33,98;60,47;30;4,60312;NA;0,00;1037,6;10,00;2013-11-05T13:00:00Z
EWR;2013;11;5;9;51,08;37,04;58,49;50;4,60312;NA;0,00;1037,5;10,00;2013-11-05T14:00:00Z
EWR;2013;11;5;10;53,96;37,94;54,51;110;6,90468;NA;0,00;1037,5;10,00;2013-11-05T15:00:00Z
EWR;2013;11;5;11;53,96;37,94;54,51;NA;4,60312;NA;0,00;1036,8;10,00;2013-11-05T16:00:00Z
EWR;2013;11;5;12;53,96;39,02;56,86;120;5,75390;NA;0,00;1036,1;10,00;2013-11-05T17:00:00Z
EWR;2013;11;5;13;53,06;39,02;58,77;150;6,90468;NA;0,00;1035,6;10,00;2013-11-05T18:00:00Z
EWR;2013;11;5;14;53,06;39,02;58,77;140;8,05546;NA;0,00;1034,9;10,00;2013-11-05T19:00:00Z
EWR;2013;11;5;15;53,06;39,02;58,77;120;6,90468;NA;0,00;1034,6;10,00;2013-11-05T20:00:00Z
EWR;2013;11;5;16;53,06;39,92;60,87;140;5,75390;NA;0,00;1034,4;10,00;2013-11-05T21:00:00Z
EWR;2013;11;5;17;51,98;39,92;63,33;160;5,75390;NA;0,00;1034,5;10,00;2013-11-05T22:00:00Z
EWR;2013;11;5;18;51,98;41,00;66,04;130;3,45234;NA;0,00;1034,6;10,00;2013-11-05T23:00:00Z
EWR;2013;11;5;19;51,98;41,00;66,04;0;0,00000;NA;0,00;1034,8;10,00;2013-11-06T00:00:00Z
EWR;2013;11;5;20;51,08;41,00;68,28;0;0,00000;NA;0,00;1034,0;10,00;2013-11-06T01:00:00Z
EWR;2013;11;5;21;50,00;42,08;74,10;0;0,00000;NA;0,00;1033,7;10,00;2013-11-06T02:00:00Z
EWR;2013;11;5;22;51,08;42,98;73,69;0;0,00000;NA;0,00;1032,8;10,00;2013-11-06T03:00:00Z
EWR;2013;11;5;23;51,08;42,98;73,69;0;0,00000;NA;0,00;1032,3;10,00;2013-11-06T04:00:00Z
EWR;2013;11;6;0;48,92;42,98;79,86;0;0,00000;NA;0,00;1032,5;10,00;2013-11-06T05:00:00Z
EWR;2013;11;6;1;46,94;42,08;83,09;0;0,00000;NA;0,00;1032,1;10,00;2013-11-06T06:00:00Z
EWR;2013;11;6;2;46,94;42,98;86,02;0;0,00000;NA;0,00;NA;10,00;2013-11-06T07:00:00Z
EWR;2013;11;6;3;44,96;42,08;89,56;0;0,00000;NA;0,00;1031,1;10,00;2013-11-06T08:00:00Z
EWR;2013;11;6;4;44,96;41,00;85,90;280;4,60312;NA;0,00;1031,0;10,00;2013-11-06T09:00:00Z
EWR;2013;11;6;5;46,04;42,08;85,97;0;0,00000;NA;0,00;1030,6;10,00;2013-11-06T10:00:00Z
EWR;2013;11;6;6;48,02;42,98;82,59;0;0,00000;NA;0,00;1030,1;10,00;2013-11-06T11:00:00Z
EWR;2013;11;6;7;51,08;44,96;79,48;0;0,00000;NA;0,00;1029,8;10,00;2013-11-06T12:00:00Z
EWR;2013;11;6;8;55,04;44,96;68,73;NA;3,45234;NA;0,00;1029,6;10,00;2013-11-06T13:00:00Z
EWR;2013;11;6;9;57,02;42,08;57,29;160;8,05546;NA;0,00;1028,4;10,00;2013-11-06T14:00:00Z
EWR;2013;11;6;10;59,00;42,98;55,24;NA;3,45234;NA;0,00;1028,4;10,00;2013-11-06T15:00:00Z
EWR;2013;11;6;11;60,08;44,06;55,39;NA;5,75390;NA;0,00;1026,9;10,00;2013-11-06T16:00:00Z
EWR;2013;11;6;12;60,08;44,96;57,33;150;8,05546;NA;0,00;1025,7;10,00;2013-11-06T17:00:00Z
EWR;2013;11;6;13;60,98;44,96;55,52;150;8,05546;NA;0,00;1024,8;10,00;2013-11-06T18:00:00Z
EWR;2013;11;6;14;60,98;44,96;55,52;150;9,20624;NA;0,00;1024,2;10,00;2013-11-06T19:00:00Z
EWR;2013;11;6;15;60,08;46,04;59,72;150;6,90468;NA;0,00;1023,8;10,00;2013-11-06T20:00:00Z
EWR;2013;11;6;16;59,00;46,94;64,22;140;8,05546;NA;0,00;1022,9;10,00;2013-11-06T21:00:00Z
EWR;2013;11;6;17;57,92;48,02;69,52;160;8,05546;NA;0,00;1022,3;10,00;2013-11-06T22:00:00Z
EWR;2013;11;6;18;57,02;48,02;71,81;170;5,75390;NA;0,00;1022,2;10,00;2013-11-06T23:00:00Z
EWR;2013;11;6;19;55,94;48,02;74,67;180;6,90468;NA;0,00;1021,5;10,00;2013-11-07T00:00:00Z
EWR;2013;11;6;20;55,94;48,92;77,23;190;5,75390;NA;0,00;1021,0;10,00;2013-11-07T01:00:00Z
EWR;2013;11;6;21;55,04;51,08;86,47;190;3,45234;NA;0,00;1020,4;10,00;2013-11-07T02:00:00Z
EWR;2013;11;6;22;55,40;51,98;89,40;170;4,60312;NA;0,00;NA;10,00;2013-11-07T03:00:00Z
EWR;2013;11;6;23;55,94;53,06;90,03;180;3,45234;NA;0,00;1018,5;10,00;2013-11-07T04:00:00Z
EWR;2013;11;7;0;53,96;51,98;92,99;310;3,45234;NA;0,00;1017,6;10,00;2013-11-07T05:00:00Z
EWR;2013;11;7;1;55,94;53,06;90,03;0;0,00000;NA;0,00;1016,6;10,00;2013-11-07T06:00:00Z
EWR;2013;11;7;2;55,94;53,60;93,65;0;0,00000;NA;0,00;NA;10,00;2013-11-07T07:00:00Z
EWR;2013;11;7;3;57,02;53,06;86,58;0;0,00000;NA;0,00;1014,4;10,00;2013-11-07T08:00:00Z
EWR;2013;11;7;4;57,92;55,04;90,11;290;5,75390;NA;0,00;1013,2;10,00;2013-11-07T09:00:00Z
EWR;2013;11;7;5;60,08;57,02;89,61;230;9,20624;NA;0,00;1012,1;10,00;2013-11-07T10:00:00Z
EWR;2013;11;7;6;62,06;57,92;86,29;220;12,65858;NA;0,00;1011,4;10,00;2013-11-07T11:00:00Z
EWR;2013;11;7;7;62,96;57,92;83,60;210;12,65858;NA;0,00;1011,1;10,00;2013-11-07T12:00:00Z
EWR;2013;11;7;8;62,96;55,94;77,83;220;17,26170;NA;0,00;1011,5;10,00;2013-11-07T13:00:00Z
EWR;2013;11;7;9;64,40;55,40;77,29;240;16,11092;NA;0,00;NA;10,00;2013-11-07T14:00:00Z
EWR;2013;11;7;10;60,98;57,20;87,92;230;13,80936;NA;0,01;NA;10,00;2013-11-07T15:00:00Z
EWR;2013;11;7;11;60,80;57,20;89,61;250;12,65858;NA;0,02;NA;10,00;2013-11-07T16:00:00Z
EWR;2013;11;7;12;60,08;57,02;89,61;260;10,35702;NA;0,00;1008,1;10,00;2013-11-07T17:00:00Z
EWR;2013;11;7;13;60,80;55,40;86,58;310;17,26170;NA;0,04;NA;5,00;2013-11-07T18:00:00Z
EWR;2013;11;7;14;55,94;51,98;86,52;320;8,05546;NA;0,02;1008,8;10,00;2013-11-07T19:00:00Z
EWR;2013;11;7;15;51,08;44,96;79,48;310;14,96014;24,16638;0,00;1010,1;10,00;2013-11-07T20:00:00Z
EWR;2013;11;7;16;48,92;39,02;68,51;320;17,26170;26,46794;0,00;1011,1;10,00;2013-11-07T21:00:00Z
EWR;2013;11;7;17;48,02;37,94;67,92;310;11,50780;NA;0,00;1012,0;10,00;2013-11-07T22:00:00Z
EWR;2013;11;7;18;48,92;37,04;63,39;320;19,56326;26,46794;0,00;1013,1;10,00;2013-11-07T23:00:00Z
EWR;2013;11;7;19;46,94;30,92;53,47;320;16,11092;21,86482;0,00;1013,5;10,00;2013-11-08T00:00:00Z
EWR;2013;11;7;20;46,04;30,92;55,32;320;8,05546;NA;0,00;1014,1;10,00;2013-11-08T01:00:00Z
EWR;2013;11;7;21;44,06;30,92;59,64;NA;4,60312;NA;0,00;1014,2;10,00;2013-11-08T02:00:00Z
EWR;2013;11;7;22;44,06;30,92;59,64;NA;5,75390;NA;0,00;1014,2;10,00;2013-11-08T03:00:00Z
EWR;2013;11;7;23;42,98;30,92;62,16;NA;6,90468;NA;0,00;1014,0;10,00;2013-11-08T04:00:00Z
EWR;2013;11;8;0;41,00;30,92;67,09;270;9,20624;NA;0,00;1014,4;10,00;2013-11-08T05:00:00Z
EWR;2013;11;8;1;42,98;32,00;64,93;270;9,20624;NA;0,00;1014,7;10,00;2013-11-08T06:00:00Z
EWR;2013;11;8;2;42,98;30,92;62,16;250;11,50780;NA;0,00;1014,9;10,00;2013-11-08T07:00:00Z
EWR;2013;11;8;3;42,98;33,08;67,81;270;12,65858;NA;0,00;1015,1;10,00;2013-11-08T08:00:00Z
EWR;2013;11;8;4;41,00;30,92;67,09;290;10,35702;NA;0,00;1015,6;10,00;2013-11-08T09:00:00Z
EWR;2013;11;8;5;39,02;30,92;72,46;260;9,20624;NA;0,00;1016,2;10,00;2013-11-08T10:00:00Z
EWR;2013;11;8;6;39,92;28,04;62,21;270;13,80936;NA;0,00;1017,1;10,00;2013-11-08T11:00:00Z
EWR;2013;11;8;7;41,00;26,96;57,06;260;14,96014;NA;0,00;1017,6;10,00;2013-11-08T12:00:00Z
EWR;2013;11;8;8;44,06;26,96;50,73;280;18,41248;24,16638;0,00;1017,9;10,00;2013-11-08T13:00:00Z
EWR;2013;11;8;9;46,94;26,96;45,48;290;11,50780;20,71404;0,00;1017,7;10,00;2013-11-08T14:00:00Z
EWR;2013;11;8;10;48,92;24,98;38,89;290;13,80936;20,71404;0,00;1017,6;10,00;2013-11-08T15:00:00Z
EWR;2013;11;8;11;50,00;26,96;40,55;290;13,80936;26,46794;0,00;1017,0;10,00;2013-11-08T16:00:00Z
EWR;2013;11;8;12;48,92;26,06;40,68;300;16,11092;23,01560;0,00;1017,1;10,00;2013-11-08T17:00:00Z
EWR;2013;11;8;13;48,92;24,98;38,89;280;21,86482;25,31716;0,00;1017,3;10,00;2013-11-08T18:00:00Z
EWR;2013;11;8;14;48,92;23,00;35,80;290;18,41248;24,16638;0,00;1017,9;10,00;2013-11-08T19:00:00Z
EWR;2013;11;8;15;48,92;23,00;35,80;290;13,80936;25,31716;0,00;1018,6;10,00;2013-11-08T20:00:00Z
EWR;2013;11;8;16;46,94;23,00;38,56;290;12,65858;NA;0,00;1019,3;10,00;2013-11-08T21:00:00Z
EWR;2013;11;8;17;46,94;19,94;33,88;290;14,96014;20,71404;0,00;1020,4;10,00;2013-11-08T22:00:00Z
EWR;2013;11;8;18;46,04;19,04;33,73;300;17,26170;27,61872;0,00;1021,4;10,00;2013-11-08T23:00:00Z
EWR;2013;11;8;19;44,06;21,02;39,57;310;11,50780;20,71404;0,00;1022,0;10,00;2013-11-09T00:00:00Z
EWR;2013;11;8;20;42,98;21,92;42,84;270;8,05546;NA;0,00;1022,6;10,00;2013-11-09T01:00:00Z
EWR;2013;11;8;21;42,08;23,00;46,41;NA;6,90468;NA;0,00;1023,1;10,00;2013-11-09T02:00:00Z
EWR;2013;11;8;22;41,00;24,08;50,63;230;8,05546;NA;0,00;1023,4;10,00;2013-11-09T03:00:00Z
EWR;2013;11;8;23;39,02;24,98;56,77;270;6,90468;NA;0,00;1023,8;10,00;2013-11-09T04:00:00Z
EWR;2013;11;9;0;39,02;26,06;59,37;260;5,75390;NA;0,00;1023,6;10,00;2013-11-09T05:00:00Z
EWR;2013;11;9;1;37,94;26,96;64,29;260;9,20624;NA;0,00;1024,3;10,00;2013-11-09T06:00:00Z
EWR;2013;11;9;2;37,94;26,96;64,29;270;6,90468;NA;0,00;1024,5;10,00;2013-11-09T07:00:00Z
EWR;2013;11;9;3;37,04;26,96;66,60;250;6,90468;NA;0,00;1024,7;10,00;2013-11-09T08:00:00Z
EWR;2013;11;9;4;35,96;26,96;69,51;260;9,20624;NA;0,00;1025,1;10,00;2013-11-09T09:00:00Z
EWR;2013;11;9;5;35,96;26,96;69,51;260;8,05546;NA;0,00;1025,4;10,00;2013-11-09T10:00:00Z
EWR;2013;11;9;6;35,96;28,04;72,66;NA;5,75390;NA;0,00;1025,8;10,00;2013-11-09T11:00:00Z
EWR;2013;11;9;7;37,94;28,04;67,21;260;8,05546;NA;0,00;1026,0;10,00;2013-11-09T12:00:00Z
EWR;2013;11;9;8;44,96;28,04;51,24;270;9,20624;NA;0,00;1025,6;10,00;2013-11-09T13:00:00Z
EWR;2013;11;9;9;44,06;26,96;50,73;280;9,20624;NA;0,00;1025,7;10,00;2013-11-09T14:00:00Z
EWR;2013;11;9;10;46,04;24,98;43,34;250;10,35702;NA;0,00;1025,2;10,00;2013-11-09T15:00:00Z
EWR;2013;11;9;11;48,02;24,08;38,74;250;8,05546;20,71404;0,00;1024,0;10,00;2013-11-09T16:00:00Z
EWR;2013;11;9;12;48,92;23,00;35,80;230;8,05546;NA;0,00;1023,0;10,00;2013-11-09T17:00:00Z
EWR;2013;11;9;13;51,08;23,00;33,04;220;8,05546;20,71404;0,00;1021,9;10,00;2013-11-09T18:00:00Z
EWR;2013;11;9;14;50,00;24,08;35,98;220;9,20624;19,56326;0,00;1020,8;10,00;2013-11-09T19:00:00Z
EWR;2013;11;9;15;48,92;24,08;37,46;210;9,20624;NA;0,00;1020,3;10,00;2013-11-09T20:00:00Z
EWR;2013;11;9;16;48,92;24,98;38,89;190;12,65858;18,41248;0,00;1019,9;10,00;2013-11-09T21:00:00Z
EWR;2013;11;9;17;48,02;24,98;40,22;200;13,80936;NA;0,00;1019,8;10,00;2013-11-09T22:00:00Z
EWR;2013;11;9;18;48,02;26,06;42,07;190;9,20624;NA;0,00;1019,6;10,00;2013-11-09T23:00:00Z
EWR;2013;11;9;19;46,94;28,04;47,54;190;11,50780;NA;0,00;1019,3;10,00;2013-11-10T00:00:00Z
EWR;2013;11;9;20;46,94;30,02;51,55;200;11,50780;NA;0,00;1019,0;10,00;2013-11-10T01:00:00Z
EWR;2013;11;9;21;44,96;30,92;57,63;200;8,05546;NA;0,00;1018,3;10,00;2013-11-10T02:00:00Z
EWR;2013;11;9;22;44,96;33,08;62,87;190;4,60312;NA;0,00;1017,2;10,00;2013-11-10T03:00:00Z
EWR;2013;11;9;23;44,96;33,08;62,87;180;4,60312;NA;0,00;1016,0;10,00;2013-11-10T04:00:00Z
EWR;2013;11;10;0;44,06;33,98;67,45;200;4,60312;NA;0,00;1015,2;10,00;2013-11-10T05:00:00Z
EWR;2013;11;10;1;41,00;33,98;75,88;220;9,20624;NA;0,00;1014,5;10,00;2013-11-10T06:00:00Z
EWR;2013;11;10;2;42,98;35,06;73,39;220;10,35702;NA;0,00;1013,9;10,00;2013-11-10T07:00:00Z
EWR;2013;11;10;3;44,06;33,98;67,45;220;9,20624;NA;0,00;1013,4;10,00;2013-11-10T08:00:00Z
EWR;2013;11;10;4;42,08;33,98;72,78;230;6,90468;NA;0,00;1013,3;10,00;2013-11-10T09:00:00Z
EWR;2013;11;10;5;37,94;33,08;82,46;210;6,90468;NA;0,00;1013,1;10,00;2013-11-10T10:00:00Z
EWR;2013;11;10;6;41,00;33,08;73,19;220;11,50780;NA;0,00;1012,9;10,00;2013-11-10T11:00:00Z
