origem;ano;mes;dia;hora;temperatura;ponto_condensacao;umidade;direcao_vento;velocidade_vento;velocidade_rajada;precipitacao;pressao;visibilidade;data_hora
EWR;2013;10;3;8;68,00;55,94;65,31;30;4,60312;NA;0,00;1020,0;10,00;2013-10-03T12:00:00Z
EWR;2013;10;3;9;71,06;53,96;54,73;0;0,00000;NA;0,00;1020,2;10,00;2013-10-03T13:00:00Z
EWR;2013;10;3;10;73,94;53,96;49,66;0;0,00000;NA;0,00;1019,9;10,00;2013-10-03T14:00:00Z
EWR;2013;10;3;11;75,92;53,06;44,97;0;0,00000;NA;0,00;1019,5;10,00;2013-10-03T15:00:00Z
EWR;2013;10;3;12;78,98;51,08;37,78;0;0,00000;NA;0,00;1018,9;10,00;2013-10-03T16:00:00Z
EWR;2013;10;3;13;80,06;46,04;30,19;260;8,05546;NA;0,00;1018,2;10,00;2013-10-03T17:00:00Z
EWR;2013;10;3;14;80,06;46,94;31,24;280;5,75390;NA;0,00;1017,8;10,00;2013-10-03T18:00:00Z
EWR;2013;10;3;15;80,06;48,02;32,53;230;3,45234;NA;0,00;1017,5;10,00;2013-10-03T19:00:00Z
EWR;2013;10;3;16;75,92;55,94;49,95;160;6,90468;NA;0,00;1017,3;10,00;2013-10-03T20:00:00Z
EWR;2013;10;3;17;75,02;57,02;53,52;170;4,60312;NA;0,00;1017,6;10,00;2013-10-03T21:00:00Z
EWR;2013;10;3;18;73,04;57,92;59,08;160;4,60312;NA;0,00;1017,7;10,00;2013-10-03T22:00:00Z
EWR;2013;10;3;19;71,96;57,92;61,28;180;4,60312;NA;0,00;1017,8;10,00;2013-10-03T23:00:00Z
EWR;2013;10;3;20;71,06;57,92;63,18;170;4,60312;NA;0,00;1018,1;10,00;2013-10-04T00:00:00Z
EWR;2013;10;3;21;69,98;57,02;63,45;180;4,60312;NA;0,00;1018,2;10,00;2013-10-04T01:00:00Z
EWR;2013;10;3;22;69,08;55,94;62,93;190;3,45234;NA;0,00;1018,5;10,00;2013-10-04T02:00:00Z
EWR;2013;10;3;23;66,02;55,04;67,69;210;5,75390;NA;0,00;1018,4;10,00;2013-10-04T03:00:00Z
EWR;2013;10;4;0;66,92;55,94;67,79;190;5,75390;NA;0,00;1017,8;10,00;2013-10-04T04:00:00Z
EWR;2013;10;4;1;68,00;55,94;65,31;0;0,00000;NA;0,00;1017,9;10,00;2013-10-04T05:00:00Z
EWR;2013;10;4;2;66,02;55,94;69,94;0;0,00000;NA;0,00;1017,5;10,00;2013-10-04T06:00:00Z
EWR;2013;10;4;3;66,02;57,02;72,72;0;0,00000;NA;0,00;1017,3;10,00;2013-10-04T07:00:00Z
EWR;2013;10;4;4;64,94;57,02;75,51;0;0,00000;NA;0,00;1017,5;10,00;2013-10-04T08:00:00Z
EWR;2013;10;4;5;64,94;57,02;75,51;230;4,60312;NA;0,00;1017,5;10,00;2013-10-04T09:00:00Z
EWR;2013;10;4;6;64,04;57,92;80,49;0;0,00000;NA;0,00;1017,6;10,00;2013-10-04T10:00:00Z
EWR;2013;10;4;7;64,94;59,00;81,07;210;6,90468;NA;0,00;1017,8;9,00;2013-10-04T11:00:00Z
EWR;2013;10;4;8;69,98;60,98;73,11;220;3,45234;NA;0,00;1017,9;8,00;2013-10-04T12:00:00Z
EWR;2013;10;4;9;73,94;62,96;68,57;220;3,45234;NA;0,00;1018,0;7,00;2013-10-04T13:00:00Z
EWR;2013;10;4;10;78,08;64,04;62,05;NA;4,60312;NA;0,00;1017,5;9,00;2013-10-04T14:00:00Z
EWR;2013;10;4;11;82,94;64,04;52,93;240;8,05546;NA;0,00;1016,9;10,00;2013-10-04T15:00:00Z
EWR;2013;10;4;12;84,92;62,06;46,32;230;13,80936;NA;0,00;1016,3;10,00;2013-10-04T16:00:00Z
EWR;2013;10;4;13;87,98;62,06;42,02;290;10,35702;NA;0,00;1015,2;10,00;2013-10-04T17:00:00Z
EWR;2013;10;4;14;89,06;62,06;40,60;280;9,20624;NA;0,00;1014,9;10,00;2013-10-04T18:00:00Z
EWR;2013;10;4;15;87,08;60,98;41,61;250;9,20624;18,41248;0,00;1014,6;10,00;2013-10-04T19:00:00Z
EWR;2013;10;4;16;86,00;60,98;43,07;240;14,96014;18,41248;0,00;1014,7;10,00;2013-10-04T20:00:00Z
EWR;2013;10;4;17;84,92;62,06;46,32;270;11,50780;NA;0,00;1014,8;10,00;2013-10-04T21:00:00Z
EWR;2013;10;4;18;82,94;62,06;49,37;250;9,20624;NA;0,00;1015,2;10,00;2013-10-04T22:00:00Z
EWR;2013;10;4;19;80,96;62,06;52,66;0;0,00000;NA;0,00;1015,4;10,00;2013-10-04T23:00:00Z
EWR;2013;10;4;20;78,98;64,94;62,16;0;0,00000;NA;0,00;1015,9;10,00;2013-10-05T00:00:00Z
EWR;2013;10;4;21;78,08;64,94;64,03;0;0,00000;NA;0,00;1016,2;10,00;2013-10-05T01:00:00Z
EWR;2013;10;4;22;77,00;64,04;64,30;270;8,05546;NA;0,00;1016,1;10,00;2013-10-05T02:00:00Z
EWR;2013;10;4;23;73,04;66,02;78,65;20;6,90468;NA;0,00;1016,2;10,00;2013-10-05T03:00:00Z
EWR;2013;10;5;0;69,98;66,02;87,26;20;6,90468;NA;0,00;1016,8;9,00;2013-10-05T04:00:00Z
EWR;2013;10;5;1;69,08;64,94;86,66;10;6,90468;NA;0,00;1017,0;10,00;2013-10-05T05:00:00Z
EWR;2013;10;5;2;66,92;64,04;90,46;20;8,05546;NA;0,00;1016,9;9,00;2013-10-05T06:00:00Z
EWR;2013;10;5;3;66,02;64,04;93,33;30;6,90468;NA;0,00;1017,1;8,00;2013-10-05T07:00:00Z
EWR;2013;10;5;4;64,94;64,04;96,90;10;4,60312;NA;0,05;1017,4;9,00;2013-10-05T08:00:00Z
EWR;2013;10;5;5;64,94;64,40;100,00;20;10,35702;NA;0,00;NA;10,00;2013-10-05T09:00:00Z
EWR;2013;10;5;6;64,04;62,96;96,28;40;4,60312;NA;0,00;1017,7;9,00;2013-10-05T10:00:00Z
EWR;2013;10;5;7;64,40;62,96;96,28;10;6,90468;NA;0,00;NA;7,00;2013-10-05T11:00:00Z
EWR;2013;10;5;8;64,94;62,96;93,88;10;8,05546;NA;0,00;NA;7,00;2013-10-05T12:00:00Z
EWR;2013;10;5;9;64,94;62,96;93,30;20;8,05546;NA;0,00;1019,4;7,00;2013-10-05T13:00:00Z
EWR;2013;10;5;10;66,92;62,96;88,18;50;4,60312;NA;0,00;NA;7,00;2013-10-05T14:00:00Z
EWR;2013;10;5;11;68,00;62,96;83,91;60;3,45234;NA;0,00;1018,9;7,00;2013-10-05T15:00:00Z
EWR;2013;10;5;12;71,96;62,96;73,30;20;5,75390;NA;0,00;1018,5;8,00;2013-10-05T16:00:00Z
EWR;2013;10;5;13;73,04;62,96;73,27;NA;4,60312;NA;0,00;NA;9,00;2013-10-05T17:00:00Z
EWR;2013;10;5;14;75,02;62,96;66,13;NA;3,45234;NA;0,00;1017,1;10,00;2013-10-05T18:00:00Z
EWR;2013;10;5;15;77,00;62,96;61,91;90;4,60312;NA;0,00;1017,0;9,00;2013-10-05T19:00:00Z
EWR;2013;10;5;16;75,92;64,04;66,65;160;4,60312;NA;0,00;1017,1;9,00;2013-10-05T20:00:00Z
EWR;2013;10;5;17;73,04;62,96;70,68;140;5,75390;NA;0,00;1017,2;8,00;2013-10-05T21:00:00Z
EWR;2013;10;5;18;69,98;62,96;78,41;140;8,05546;NA;0,00;1017,6;7,00;2013-10-05T22:00:00Z
EWR;2013;10;5;19;66,02;64,04;93,33;150;3,45234;NA;0,00;1017,7;7,00;2013-10-05T23:00:00Z
EWR;2013;10;5;20;66,92;64,40;93,92;NA;9,20624;NA;0,00;NA;7,00;2013-10-06T00:00:00Z
EWR;2013;10;5;21;66,92;64,04;90,46;140;5,75390;NA;0,00;1018,7;5,00;2013-10-06T01:00:00Z
EWR;2013;10;5;22;64,94;64,04;96,90;150;8,05546;NA;0,00;1019,0;6,00;2013-10-06T02:00:00Z
EWR;2013;10;5;23;64,94;64,04;96,90;120;5,75390;NA;0,00;1018,7;6,00;2013-10-06T03:00:00Z
EWR;2013;10;6;0;64,94;64,04;96,90;140;6,90468;NA;0,00;1018,6;5,00;2013-10-06T04:00:00Z
EWR;2013;10;6;1;64,94;64,04;96,90;160;6,90468;NA;0,00;1018,8;4,00;2013-10-06T05:00:00Z
EWR;2013;10;6;2;64,94;64,04;96,90;110;4,60312;NA;0,00;1017,9;4,00;2013-10-06T06:00:00Z
EWR;2013;10;6;3;66,02;64,40;100,00;140;5,75390;NA;0,00;NA;5,00;2013-10-06T07:00:00Z
EWR;2013;10;6;4;66,20;64,94;96,31;130;4,60312;NA;0,00;NA;6,00;2013-10-06T08:00:00Z
EWR;2013;10;6;5;66,02;64,04;93,33;NA;3,45234;NA;0,00;1018,4;4,00;2013-10-06T09:00:00Z
EWR;2013;10;6;6;66,20;64,94;96,31;130;5,75390;NA;0,00;NA;2,50;2013-10-06T10:00:00Z
EWR;2013;10;6;7;66,20;64,94;96,31;130;5,75390;NA;0,00;NA;3,00;2013-10-06T11:00:00Z
EWR;2013;10;6;8;66,20;64,94;96,31;NA;6,90468;NA;0,00;NA;3,00;2013-10-06T12:00:00Z
EWR;2013;10;6;9;66,92;66,02;96,93;90;8,05546;NA;0,00;1019,1;2,00;2013-10-06T13:00:00Z
EWR;2013;10;6;10;66,92;66,20;100,00;120;9,20624;NA;0,00;NA;3,00;2013-10-06T14:00:00Z
EWR;2013;10;6;11;69,08;66,20;93,97;130;8,05546;NA;0,00;NA;4,00;2013-10-06T15:00:00Z
EWR;2013;10;6;12;69,08;66,02;89,98;90;6,90468;NA;0,00;1018,7;3,00;2013-10-06T16:00:00Z
EWR;2013;10;6;13;69,80;66,20;89,98;90;10,35702;NA;0,00;NA;2,50;2013-10-06T17:00:00Z
EWR;2013;10;6;14;69,80;66,20;89,98;100;9,20624;NA;0,00;NA;4,00;2013-10-06T18:00:00Z
EWR;2013;10;6;15;69,80;66,20;88,34;80;9,20624;NA;0,00;NA;4,00;2013-10-06T19:00:00Z
EWR;2013;10;6;16;69,08;66,02;89,98;90;9,20624;NA;0,00;1017,5;4,00;2013-10-06T20:00:00Z
EWR;2013;10;6;17;69,08;66,92;92,83;80;9,20624;NA;0,00;1017,5;5,00;2013-10-06T21:00:00Z
EWR;2013;10;6;18;69,98;66,92;90,02;80;6,90468;NA;0,00;1017,6;6,00;2013-10-06T22:00:00Z
EWR;2013;10;6;19;69,98;66,92;90,02;90;9,20624;NA;0,00;1017,7;5,00;2013-10-06T23:00:00Z
EWR;2013;10;6;20;69,98;66,92;90,02;100;9,20624;NA;0,00;1017,5;5,00;2013-10-07T00:00:00Z
EWR;2013;10;6;21;69,98;66,92;90,02;110;8,05546;NA;0,00;1017,4;5,00;2013-10-07T01:00:00Z
EWR;2013;10;6;22;69,98;66,92;90,02;120;6,90468;NA;0,00;1017,2;5,00;2013-10-07T02:00:00Z
EWR;2013;10;6;23;69,80;66,92;92,83;120;6,90468;NA;0,00;NA;6,00;2013-10-07T03:00:00Z
EWR;2013;10;7;0;69,80;66,92;92,83;120;5,75390;NA;0,00;NA;6,00;2013-10-07T04:00:00Z
EWR;2013;10;7;1;69,08;66,92;92,83;130;3,45234;NA;0,00;1016,1;6,00;2013-10-07T05:00:00Z
EWR;2013;10;7;2;68,00;66,02;93,38;0;0,00000;NA;0,00;1015,6;7,00;2013-10-07T06:00:00Z
EWR;2013;10;7;3;69,08;66,92;92,83;0;0,00000;NA;0,00;1014,9;7,00;2013-10-07T07:00:00Z
EWR;2013;10;7;4;69,08;66,92;92,83;130;4,60312;NA;0,00;1014,5;7,00;2013-10-07T08:00:00Z
EWR;2013;10;7;5;69,08;66,92;92,83;170;4,60312;NA;0,00;1014,3;7,00;2013-10-07T09:00:00Z
EWR;2013;10;7;6;69,98;68,00;93,44;NA;5,75390;NA;0,00;NA;7,00;2013-10-07T10:00:00Z
EWR;2013;10;7;7;71,06;68,00;90,06;150;8,05546;16,11092;0,00;1013,2;7,00;2013-10-07T11:00:00Z
EWR;2013;10;7;8;71,96;68,00;87,35;140;10,35702;16,11092;0,00;1012,8;7,00;2013-10-07T12:00:00Z
EWR;2013;10;7;9;73,40;68,00;84,22;160;11,50780;19,56326;0,00;NA;9,00;2013-10-07T13:00:00Z
EWR;2013;10;7;10;73,94;68,00;83,21;NA;12,65858;NA;0,00;NA;9,00;2013-10-07T14:00:00Z
EWR;2013;10;7;11;73,94;69,98;88,51;170;13,80936;NA;0,02;NA;10,00;2013-10-07T15:00:00Z
EWR;2013;10;7;12;73,40;71,96;96,42;170;12,65858;NA;0,04;NA;8,00;2013-10-07T16:00:00Z
EWR;2013;10;7;13;78,08;71,60;88,59;180;18,41248;27,61872;0,00;NA;10,00;2013-10-07T17:00:00Z
EWR;2013;10;7;14;78,98;68,00;69,11;190;25,31716;39,12652;0,00;1007,7;10,00;2013-10-07T18:00:00Z
EWR;2013;10;7;15;80,60;68,00;93,33;260;26,46794;40,27730;0,06;NA;10,00;2013-10-07T19:00:00Z
EWR;2013;10;7;16;66,92;64,40;93,92;220;13,80936;NA;0,14;NA;9,00;2013-10-07T20:00:00Z
EWR;2013;10;7;17;66,20;64,40;93,92;260;19,56326;31,07106;0,03;NA;9,00;2013-10-07T21:00:00Z
EWR;2013;10;7;18;62,60;59,00;88,00;270;14,96014;NA;0,01;NA;10,00;2013-10-07T22:00:00Z
EWR;2013;10;7;19;62,06;57,02;83,54;240;5,75390;NA;0,00;1013,1;10,00;2013-10-07T23:00:00Z
EWR;2013;10;7;20;62,06;55,94;80,34;250;5,75390;NA;0,00;1013,7;10,00;2013-10-08T00:00:00Z
EWR;2013;10;7;21;60,98;55,04;80,78;290;8,05546;NA;0,00;1013,8;10,00;2013-10-08T01:00:00Z
EWR;2013;10;7;22;60,98;53,06;75,14;290;5,75390;NA;0,00;1014,6;10,00;2013-10-08T02:00:00Z
EWR;2013;10;7;23;60,08;51,08;72,13;290;6,90468;NA;0,00;1015,5;10,00;2013-10-08T03:00:00Z
EWR;2013;10;8;0;59,00;48,92;69,17;250;4,60312;NA;0,00;1016,5;10,00;2013-10-08T04:00:00Z
EWR;2013;10;8;1;57,02;48,02;71,81;260;3,45234;NA;0,00;1017,6;10,00;2013-10-08T05:00:00Z
EWR;2013;10;8;2;55,94;46,94;71,70;260;3,45234;NA;0,00;1018,2;10,00;2013-10-08T06:00:00Z
EWR;2013;10;8;3;55,04;46,94;74,08;240;3,45234;NA;0,00;1018,7;10,00;2013-10-08T07:00:00Z
EWR;2013;10;8;4;53,96;46,94;77,06;260;5,75390;NA;0,00;1019,7;10,00;2013-10-08T08:00:00Z
EWR;2013;10;8;5;53,96;46,04;74,48;0;0,00000;NA;0,00;1020,4;10,00;2013-10-08T09:00:00Z
EWR;2013;10;8;6;53,96;44,06;69,08;330;8,05546;NA;0,00;1021,3;10,00;2013-10-08T10:00:00Z
EWR;2013;10;8;7;55,04;44,06;66,41;340;10,35702;NA;0,00;1022,2;10,00;2013-10-08T11:00:00Z
EWR;2013;10;8;8;59,00;44,06;57,57;350;12,65858;NA;0,00;1023,6;10,00;2013-10-08T12:00:00Z
EWR;2013;10;8;9;60,98;42,98;51,48;350;11,50780;NA;0,00;1024,2;10,00;2013-10-08T13:00:00Z
EWR;2013;10;8;10;62,96;42,08;46,37;330;9,20624;NA;0,00;1024,2;10,00;2013-10-08T14:00:00Z
EWR;2013;10;8;11;64,04;42,08;44,64;350;11,50780;16,11092;0,00;1024,3;10,00;2013-10-08T15:00:00Z
EWR;2013;10;8;12;66,02;42,08;41,67;360;8,05546;17,26170;0,00;1023,9;10,00;2013-10-08T16:00:00Z
EWR;2013;10;8;13;66,92;42,08;40,39;20;10,35702;NA;0,00;1023,2;10,00;2013-10-08T17:00:00Z
EWR;2013;10;8;14;69,08;41,00;35,96;360;9,20624;16,11092;0,00;1023,6;10,00;2013-10-08T18:00:00Z
EWR;2013;10;8;15;68,00;39,02;34,55;360;12,65858;23,01560;0,00;1023,7;10,00;2013-10-08T19:00:00Z
EWR;2013;10;8;16;66,02;39,92;38,32;10;13,80936;NA;0,00;1023,6;10,00;2013-10-08T20:00:00Z
EWR;2013;10;8;17;64,04;42,98;46,22;30;10,35702;NA;0,00;1024,4;10,00;2013-10-08T21:00:00Z
EWR;2013;10;8;18;62,96;42,08;46,37;40;8,05546;NA;0,00;1025,1;10,00;2013-10-08T22:00:00Z
EWR;2013;10;8;19;60,08;44,06;55,39;30;6,90468;NA;0,00;1025,3;10,00;2013-10-08T23:00:00Z
EWR;2013;10;8;20;60,08;44,06;55,39;20;9,20624;NA;0,00;1025,9;10,00;2013-10-09T00:00:00Z
EWR;2013;10;8;21;59,00;44,06;57,57;30;9,20624;NA;0,00;1026,4;10,00;2013-10-09T01:00:00Z
EWR;2013;10;8;22;57,02;44,96;63,97;20;10,35702;NA;0,00;1026,9;10,00;2013-10-09T02:00:00Z
EWR;2013;10;8;23;55,94;44,96;66,52;20;9,20624;NA;0,00;1027,0;10,00;2013-10-09T03:00:00Z
EWR;2013;10;9;0;55,04;44,96;68,73;10;11,50780;NA;0,00;1026,8;10,00;2013-10-09T04:00:00Z
EWR;2013;10;9;1;53,96;44,96;71,49;20;8,05546;NA;0,00;1027,2;10,00;2013-10-09T05:00:00Z
EWR;2013;10;9;2;53,06;44,06;71,40;20;8,05546;NA;0,00;1027,2;10,00;2013-10-09T06:00:00Z
EWR;2013;10;9;3;53,06;42,98;68,50;20;8,05546;NA;0,00;1027,2;10,00;2013-10-09T07:00:00Z
EWR;2013;10;9;4;53,06;41,00;63,47;20;10,35702;NA;0,00;1027,2;10,00;2013-10-09T08:00:00Z
EWR;2013;10;9;5;51,08;39,92;65,48;20;10,35702;NA;0,00;1027,5;10,00;2013-10-09T09:00:00Z
EWR;2013;10;9;6;51,08;39,92;65,48;10;11,50780;NA;0,00;1027,6;10,00;2013-10-09T10:00:00Z
EWR;2013;10;9;7;51,98;41,00;66,04;10;12,65858;NA;0,00;1028,5;10,00;2013-10-09T11:00:00Z
EWR;2013;10;9;8;53,96;44,06;69,08;20;13,80936;NA;0,00;1029,2;10,00;2013-10-09T12:00:00Z
EWR;2013;10;9;9;55,94;44,96;66,52;30;13,80936;NA;0,00;1029,2;10,00;2013-10-09T13:00:00Z
EWR;2013;10;9;10;57,92;44,96;61,93;40;13,80936;23,01560;0,00;1029,0;10,00;2013-10-09T14:00:00Z
EWR;2013;10;9;11;60,08;46,04;59,72;30;12,65858;19,56326;0,00;1029,0;10,00;2013-10-09T15:00:00Z
EWR;2013;10;9;12;60,98;46,94;59,84;40;16,11092;20,71404;0,00;1028,6;10,00;2013-10-09T16:00:00Z
EWR;2013;10;9;13;60,98;46,94;59,84;40;16,11092;NA;0,00;1028,1;10,00;2013-10-09T17:00:00Z
EWR;2013;10;9;14;62,96;48,02;58,12;50;13,80936;20,71404;0,00;1027,7;10,00;2013-10-09T18:00:00Z
EWR;2013;10;9;15;62,96;46,94;55,80;40;12,65858;NA;0,00;1027,6;10,00;2013-10-09T19:00:00Z
EWR;2013;10;9;16;62,06;46,94;57,60;30;14,96014;NA;0,00;1027,0;10,00;2013-10-09T20:00:00Z
EWR;2013;10;9;17;62,06;46,04;55,68;50;10,35702;NA;0,00;1026,9;10,00;2013-10-09T21:00:00Z
EWR;2013;10;9;18;59,00;46,94;64,22;20;9,20624;NA;0,00;1026,9;10,00;2013-10-09T22:00:00Z
EWR;2013;10;9;19;59,00;46,94;64,22;30;8,05546;NA;0,00;1026,2;10,00;2013-10-09T23:00:00Z
EWR;2013;10;9;20;57,92;48,02;69,52;20;8,05546;NA;0,00;1026,2;10,00;2013-10-10T00:00:00Z
EWR;2013;10;9;21;60,98;46,94;59,84;70;12,65858;NA;0,00;1026,1;10,00;2013-10-10T01:00:00Z
EWR;2013;10;9;22;60,08;48,02;64,35;60;10,35702;NA;0,00;1026,0;10,00;2013-10-10T02:00:00Z
EWR;2013;10;9;23;57,92;48,92;71,90;30;9,20624;NA;0,00;1025,7;10,00;2013-10-10T03:00:00Z
EWR;2013;10;10;0;57,92;48,92;71,90;30;10,35702;NA;0,00;1025,1;10,00;2013-10-10T04:00:00Z
EWR;2013;10;10;1;57,02;48,02;71,81;40;13,80936;NA;0,00;1025,0;10,00;2013-10-10T05:00:00Z
EWR;2013;10;10;2;55,94;48,02;74,67;40;12,65858;NA;0,00;1024,7;10,00;2013-10-10T06:00:00Z
